imdb_id,budget_from_api,budget_opus_data,buget_from_imdb_website
tt0250125,0,0,
tt0270688,0,0,
tt0084628,0,0,
tt0337961,0,0,
tt0287364,0,0,
tt0305568,0,0,
tt0342275,0,0,
tt0206762,0,0,
tt0098308,0,0,
tt0342804,0,0,
tt0263671,0,0,
tt0458438,0,0,
tt0317052,0,0,
tt0283469,0,0,
tt0230098,0,0,
tt0245157,0,0,
tt4653186,0,0,
tt0369295,0,0,
tt0289229,0,0,
tt0368745,0,0,
tt0293685,0,0,
tt0044741,0,0,
tt0300069,0,0,
tt0308672,0,0,
tt0307351,0,0,
tt0317234,0,0,
tt0330775,0,0,
tt0342300,0,0,
tt0332701,0,0,
tt0343172,0,0,
tt0310149,0,0,
tt0339579,0,0,
tt0380275,0,0,
tt0246592,0,0,
tt0290249,0,0,
tt0277622,0,0,
tt5710514,0,0,
tt0252684,0,0,
tt0300620,0,0,
tt0306228,0,0,
tt0286476,0,0,
tt0334416,0,0,
tt0314006,0,0,
tt0245573,0,0,
tt0046451,0,0,
tt0314062,0,0,
tt0301524,0,0,
tt0046521,0,0,
tt0252225,0,0,
tt0240980,0,0,
tt0284478,0,0,
tt0292527,0,0,
tt0271211,0,0,
tt0354538,0,0,
tt0315543,0,0,
tt0293624,0,0,
tt0317226,0,0,
tt0339071,0,0,
tt0342508,0,0,
tt0363510,0,0,
tt0379713,0,0,
tt0314871,0,0,
tt0251777,0,0,
tt0304081,0,0,
tt0325360,0,0,
tt0329485,0,0,
tt0340468,0,0,
tt0369637,0,0,
tt0379593,0,0,
tt0352332,0,0,
tt0324080,0,0,
tt0354575,0,0,
tt0064609,0,0,
tt0334754,0,0,
tt0371583,0,0,
tt0315426,0,0,
tt0331851,0,0,
tt0313670,0,0,
tt0348656,0,0,
tt1706700,0,0,
tt0256359,0,0,
tt0322023,0,0,
tt0276276,0,0,
tt0330217,0,0,
tt0372763,0,0,
tt0053228,0,0,
tt0387032,0,0,
tt0311320,0,0,
tt0280490,0,0,
tt0317887,0,0,
tt0196708,0,0,
tt0168856,0,0,
tt0303297,0,0,
tt0303830,0,0,
tt0309372,0,0,
tt0321781,0,0,
tt0285879,0,0,
tt0343168,0,0,
tt0284034,0,0,
tt0373389,0,0,
tt1381407,0,0,
tt0079075,0,0,
tt0283883,0,0,
tt0347791,0,0,
tt0379298,0,0,
tt0311519,0,0,
tt0337578,0,0,
tt0291579,0,0,
tt0260414,0,0,
tt0308878,0,0,
tt0301684,0,0,
tt0332639,0,0,
tt0265148,0,0,
tt0283897,0,0,
tt0367960,0,0,
tt0254481,0,0,
tt0328802,0,0,
tt0380585,0,0,
tt0279977,0,0,
tt0118926,0,0,
tt0323872,0,0,
tt0308514,0,0,
tt0301414,0,0,
tt0373175,0,0,
tt0314630,0,0,
tt0319237,0,0,
tt0308508,0,0,
tt0342172,0,0,
tt0298408,0,0,
tt0304229,0,0,
tt0338077,0,0,
tt0317910,0,0,
tt0300015,0,0,
tt0286516,0,0,
tt0311110,0,0,
tt0318850,0,0,
tt0347304,0,0,
tt0306734,0,0,
tt0347048,0,0,
tt0301181,0,0,
tt0264150,0,0,
tt0331468,0,0,
tt0337592,0,0,
tt0314786,0,0,
tt0318411,0,0,
tt0298845,0,0,
tt0404286,0,0,
tt0271668,0,0,
tt0292506,0,0,
tt0376649,0,0,
tt0423325,0,0,
tt0373941,0,0,
tt0292886,0,0,
tt0304790,0,0,
tt0396962,0,0,
tt0399445,0,0,
tt0325015,0,0,
tt0378378,0,0,
tt0307913,0,0,
tt0342428,0,0,
tt0342492,0,0,
tt1887655,0,0,
tt0358079,0,0,
tt0360025,0,0,
tt0107411,0,0,
tt0291320,0,0,
tt0333089,0,0,
tt1130969,0,0,
tt0048983,0,0,
tt0092906,0,0,
tt0303348,0,0,
tt0051634,0,0,
tt0408338,0,0,
tt0365296,0,0,
tt0273689,0,0,
tt0328077,0,0,
tt0960097,0,0,
tt0331525,0,0,
tt0297753,0,0,
tt0329030,0,0,
tt2585068,0,0,
tt0350232,0,0,
tt0326988,0,0,
tt0333847,0,0,
tt0262424,0,0,
tt0326976,0,0,
tt0118840,0,0,
tt0114230,0,0,
tt0304391,0,0,
tt0309725,0,0,
tt0401581,0,0,
tt0246404,0,0,
tt0344337,0,0,
tt0327594,0,0,
tt0400761,0,0,
tt0325030,0,0,
tt0363290,0,0,
tt0024697,0,0,
tt0376588,0,0,
tt0396240,0,0,
tt0410407,0,0,
tt0368580,0,0,
tt0338249,0,0,
tt0364093,0,0,
tt0351770,0,0,
tt0284880,0,0,
tt0400446,0,0,
tt0346800,0,0,
tt0418484,0,0,
tt3476480,0,0,
tt0380366,0,0,
tt0251110,0,0,
tt0390418,0,0,
tt0345549,0,0,
tt1308134,0,0,
tt0348529,0,0,
