imdb_id,star,director,actor1,actor2,actor3,genre,runtime,user,critc,budget
tt0120376,5.7,George Huang,Will Friedle,Jennifer Love Hewitt,Marley Shelton,Comedy,85,43,3,15000000
tt0118870,4.6,John Ridley,David Caruso,Kelly Lynch,Stacey Dash,Crime,96,13,6,0
tt0130297,7.1,Joe Gayton,Samantha Mathis,Barbara Pilavin,Kimberly Scott,Drama,,10,1,0
tt0028905,7.1,Pierre Chenal,Pierre Blanchar,Isa Miranda,Catherine Fonteney,Drama,83,2,1,0
tt0119327,5.2,Robert Downey Sr.,Alyssa Milano,Mark Boone Junior,Malcolm McDowell,Comedy,92,33,13,0
tt0119401,5.3,Mike Barker,John Hannah,Helen McCrory,Jason Flemyng,Comedy,95,3,1,0
tt0118811,6.5,Peter Svatek,Rutger Hauer,Bronwen Booth,Charles Edwin Powell,Adventure,91,8,2,0
tt7253216,no data,Alex Lutz,Alex Lutz,Tom Dingler,Pascale Arbillot,no data,,no data,1,0
tt0113646,5.4,Rod McCall,Rose McGowan,Dan Gunther,Brian Taylor,Comedy,82,14,3,0
tt0111453,4.8,Salomé Breziner,Fairuza Balk,Lenny von Dohlen,Will Patton,Action,108,4,2,0
tt0115801,5.4,Lisa Gottlieb,Jim Metzler,Joe Stevens,Bill Wise,Action,100,3,4,0
tt0115832,6.9,Ken Loach,Robert Carlyle,Oyanka Cabezas,Scott Glenn,Drama,125,18,21,0
tt0118042,6.4,Jack Fisher,Danny Aiello,Geraldo Rivera,,Documentary,,no data,4,0
tt0118772,4.9,Robert Greenwald,Russell Crowe,Salma Hayek,Abraham Alvarez,Comedy,90,29,11,0
tt0112907,6.3,Peter Cohn,Richard Lewis,Liza Harris,Liam Ahern,Drama,90,22,14,0
tt0118958,5.2,John A. Gallagher,Matt Keeslar,Brian Kelly,Jack O'Connell,Comedy,99,13,5,0
tt0116356,5.5,Robert Tinnell,Jamieson Boulanger,Ricky Mabe,Polly Shannon,Comedy,90,5,2,0
tt0119227,6.3,Michael Cohn,Sigourney Weaver,Sam Neill,Gil Bellows,Fantasy,100,73,23,26000000
tt0091149,7.2,Ron Clements,Vincent Price,Barrie Ingham,Val Bettin,Animation,74,99,58,14000000
tt0113425,5.4,Scott Michell,Oliver Cotton,Tony Bluto,Paul Brightwell,Crime,110,7,9,0
tt2558318,5.4,Tom Hammock,Haley Lu Richardson,Booboo Stewart,Max Charles,Action,95,26,32,0
tt0111038,7.1,Dusan Makavejev,Rambo Amadeus,Melodie Annis,Dennis Jakob,Documentary,52,1,no data,0
tt0117172,5.7,Richard Mauro,Dana Wheeler-Nicholson,James McCaffrey,John Dossett,Comedy,93,8,4,0
tt0082898,6.6,Peter Markle,Bill Schoppert,Karen Landry,Paul Eiding,Comedy,90,7,2,0
tt0090927,5.6,Menahem Golan,Chuck Norris,Lee Marvin,Martin Balsam,Action,125,144,59,0
tt0116592,5.5,Billy Hopkins,Jeanne Moreau,Claire Danes,Jude Law,Drama,88,44,8,0
tt0120392,6.8,Ross Kagan Marks,Garry Marshall,Faye Dunaway,Jill Bernstein,Drama,92,23,16,0
tt0118127,4.9,Dana Lustig,Illeana Douglas,Paulina Porizkova,Julie Warner,Comedy,102,3,7,0
tt0117351,5.7,Gérard Lauzier,Gérard Depardieu,Michèle Laroque,Souad Amidou,Comedy,105,3,no data,0
tt0120018,6.6,Claude Chabrol,Isabelle Huppert,Michel Serrault,François Cluzet,Comedy,105,20,40,0
tt0118828,4.4,Rick King,Jeffrey Donovan,Jeff Fahey,Andrew Fiscella,Drama,,2,1,0
tt0117773,5.9,Daniel J. Sullivan,Tony Goldwyn,Benjamin Ungar,Timothy Hutton,Drama,97,16,14,0
tt0119429,6.1,Alan Wade,Christian Slater,Robin Tunney,Michael Parks,Comedy,84,23,5,0
tt0119819,4.9,Cindy Sherman,Carol Kane,Molly Ringwald,Jeanne Tripplehorn,Comedy,82,29,42,0
tt0116480,7.2,Jan Troell,Max von Sydow,Ghita Nørby,Anette Hoff,Biography,159,7,13,0
tt0112454,7.2,John Schultz,Kevin Corrigan,Steve Parlavecchio,Lee Holmes,Comedy,103,18,10,0
tt0117898,5.2,Michael Oblowitz,Philip Loch,Elis Imboden,Christian Durango,Crime,100,30,23,0
tt0119534,5.2,Evan Dunsky,David Arquette,Stanley Tucci,Kate Capshaw,Comedy,92,23,8,0
tt0118783,6.3,Seth Zvi Rosenfeld,Nick Chinlund,Michael Raynor,Justin Pierce,Drama,92,5,5,0
tt0118020,7.4,Jacques Audiard,Mathieu Kassovitz,Anouk Grinberg,Sandrine Kiberlain,Drama,107,7,13,0
tt0119623,6,Véra Belmont,Sophie Marceau,Bernard Giraudeau,Lambert Wilson,Drama,120,10,6,0
tt0118172,6.3,Terry Jones,Steve Coogan,Eric Idle,Terry Jones,Adventure,84,27,18,12
tt0120394,6.7,Kevin Allen,Llyr Ifans,Rhys Ifans,Dorien Thomas,Comedy,99,49,35,0
tt0116762,5.2,Leslie Greif,Eric Stoltz,James Spader,Deborah Kara Unger,Crime,113,22,14,0
tt0119209,5.7,Mark Pellington,Jeremy Davies,Ben Affleck,Amy Locane,Comedy,110,20,26,0
tt0120748,5.2,Roger Cantin,Marc Labrèche,Marie-France Monette,Steve Gendron,Adventure,,no data,1,0
tt1572502,5.7,Julie Gavras,William Hurt,Isabella Rossellini,Doreen Mantle,Drama,88,8,43,0
tt0119457,3.7,Matthew Harrison,Kevin Corrigan,Linda Fiorentino,Michael Rapaport,Comedy,87,15,17,0
tt0120034,7.2,Paul Weiland,Jean Reno,Mercedes Ruehl,Polly Walker,Comedy,98,17,12,0
tt0120123,5.4,Ronnie Larsen,Blue Blake,Gino Colbert,Billy Kemp,Documentary,75,4,4,0
tt0119256,7.3,Paul Thomas Anderson,Philip Baker Hall,John C. Reilly,Gwyneth Paltrow,Crime,96,149,65,3000000
tt0110405,6.2,Ben Lewin,Gia Carides,Anthony LaPaglia,Rebecca Gibney,Comedy,94,3,9,0
tt0116565,6.3,Craig Rosenberg,Aden Young,Saffron Burrows,Simon Bossell,Comedy,95,11,21,0
tt0122436,5.7,Michel Poulette,Serge Dupire,Macha Grenon,Jacques Godin,Crime,,no data,no data,0
tt0119052,7.3,Richard Friedenberg,James Cromwell,Joseph Ashton,Tantoo Cardinal,Drama,115,21,18,0
tt0114303,5.5,Clare Peploe,Bridget Fonda,Russell Crowe,Jim Broadbent,Comedy,100,24,22,0
tt0119809,6.4,Gregg Araki,James Duval,Rachel True,Nathan Bexton,Comedy,82,100,36,0
tt0116714,6.3,Scott Silver,David Arquette,Lukas Haas,Tony Epper,Drama,96,34,23,0
tt0124777,5,Ela Troyano,Irwin Ossa,John Bryant,Jenifer Lee Simard,Comedy,71,7,13,0
tt0116650,7,Olivier Assayas,Maggie Cheung,Jean-Pierre Léaud,Nathalie Richard,Comedy,99,38,51,0
tt0119533,6.8,Menachem Daum,Leonard Nimoy,Sarah Jessica Parker,Zeldy Abromowitz,Documentary,96,4,11,0
tt0118540,7.9,Spike Lee,Maxine McNair,Walter Cronkite,Chris McNair,Documentary,102,35,15,0
tt0127497,7,Rick Elgood,Audrey Reid,Carl Davis,Paul Campbell,Drama,98,13,5,0
tt0117106,6.4,Marcos Zurinaga,Andy Garcia,Esai Morales,Naim Thomas,Biography,142,25,16,0
tt0120254,5.8,Richard Rich,Michelle Nicastro,Douglas Sills,Jake Williamson,Animation,71,9,6,0
tt0118845,7.8,Kar-Wai Wong,Leslie Cheung,Tony Chiu-Wai Leung,Chen Chang,Drama,96,72,42,0
tt0120539,6.6,Jim Jarmusch,Neil Young,Jim Jarmusch,Ralph Molina,Documentary,106,21,31,0
tt0113314,7.3,Angela Pope,Sam Bould,Martin Donovan,Ian Hart,Drama,102,14,20,0
tt0118586,6.6,Alex Sichel,Alison Folland,Tara Subkoff,Cole Hauser,Crime,93,42,28,0
tt0116102,6.7,Richard Spence,Steven Mackintosh,Rupert Graves,Miriam Margolyes,Comedy,97,40,29,0
tt0120303,6.3,Guy Ferland,Kevin Bacon,Brad Renfro,Maximilian Schell,Drama,101,26,22,0
tt0118044,6.6,Nick Cassavetes,Gena Rowlands,Marisa Tomei,Gérard Depardieu,Drama,103,19,20,0
tt0118015,7.6,Cédric Klapisch,Jean-Pierre Bacri,Jean-Pierre Darroussin,Catherine Frot,Comedy,110,24,21,0
tt0120265,7.7,Abbas Kiarostami,Homayoun Ershadi,Abdolrahman Bagheri,Afshin Khorshid Bakhtiari,Drama,95,88,88,0
tt0113223,5.5,Jeremy Haft,Dan Haggerty,Dylan Haggerty,Nicole Lund,Adventure,96,5,2,0
tt0119237,6.7,Harmony Korine,Nick Sutton,Jacob Sewell,Lara Tosh,Comedy,89,403,50,1300000
tt0119062,5.6,Wim Wenders,Traci Lind,Rosalind Chao,Bill Pullman,Drama,122,69,48,5000000
tt2237324,6.1,Bobby Moresco,Andy Garcia,Karl Urban,Sofía Vergara,Crime,96,25,10,0
tt0120357,5.7,Paul Schrader,Bridget Fonda,Christopher Walken,Skeet Ulrich,Comedy,96,23,27,0
tt0120490,6.8,Michael Winterbottom,Stephen Dillane,Woody Harrelson,Marisa Tomei,Drama,103,56,60,0
tt0116783,6.5,Lynne Stopkewich,Molly Parker,Peter Outerbridge,Jay Brazeau,Drama,78,57,40,0
tt0120087,4.5,Dee McLachlan,Jamie Williams,Billy Campbell,Roddy McDowall,Adventure,88,8,10,0
tt0118762,6.7,Mark Christopher,Michael Saucedo,Justin Urich,Travis Sher,Drama,74,5,7,0
tt0120366,6.2,Jack N. Green,Bill Paxton,Mark Wahlberg,Julianna Margulies,Crime,101,13,22,0
tt0116308,7.3,Deepa Mehta,Shabana Azmi,Nandita Das,Karishma Jhalani,Drama,108,56,30,0
tt0119746,6,Bart Freundlich,Julianne Moore,Roy Scheider,Noah Wyle,Comedy,93,36,34,2000000
tt0119392,6,Claude Fournier,Roy Dupuis,Patrick Huard,Charlotte Laurier,Comedy,104,7,no data,850000
tt0113774,7.3,Mort Ransen,Helena Bonham Carter,Kate Nelligan,Clive Russell,Drama,114,13,11,0
tt0120197,5.9,Miguel Arteta,Douglas Spain,Efrain Figueroa,Kandeyce Jorden,Comedy,86,20,23,0
tt0116930,7,Shirley Barrett,Miranda Otto,Rebecca Frith,George Shevtsov,Comedy,101,34,36,0
tt0119324,6.7,Mark Waters,Parker Posey,Josh Hamilton,Tori Spelling,Comedy,85,89,41,1500000
tt0117050,6.8,Nana Dzhordzhadze,Pierre Richard,Nino Kirtadze,Micheline Presle,Comedy,100,7,13,0
tt0119527,6.7,Jonas Pate,Tim Roth,Chris Penn,Michael Rooker,Crime,106,70,39,0
tt0115738,7.3,Tom DiCillo,John Turturro,Sam Rockwell,Catherine Keener,Comedy,112,60,30,0
tt0120238,6.8,Richard Linklater,Giovanni Ribisi,Steve Zahn,Jayce Bartok,Comedy,121,85,45,0
tt0119467,6.4,Bill Bennett,Matt Day,Frances O'Connor,Tiffany Peters,Crime,96,27,36,0
tt0093744,5.9,Ken Annakin,Tami Erin,David Seaman,Cory Crow,Family,100,37,9,5000000
tt0116754,7.6,Sergei Bodrov,Oleg Menshikov,Sergey Bodrov,Susanna Mekhraliyeva,Drama,99,26,15,0
tt0128376,5.7,ngel Muñiz,Luisito Martí,Adalgisa Pantaleon,Raúl Carbonell,Comedy,102,1,2,0
tt0116502,6,Jim Wilson,Harvey Keitel,Cameron Diaz,Craig Sheffer,Comedy,92,36,16,0
tt0115886,6.3,Peter Duncan,Judy Davis,Sam Neill,F. Murray Abraham,Comedy,101,27,24,0
tt0119107,7.3,Errol Morris,Dave Hoover,George Mendonça,Rodney Brooks,Documentary,83,43,52,0
tt0109949,7,Tomás Gutiérrez Alea,Carlos Cruz,Mirta Ibarra,Jorge Perugorría,Comedy,105,13,23,0
tt0120521,7.1,Alan Rickman,Phyllida Law,Emma Thompson,Sheila Reid,Drama,108,49,19,0
tt0116293,5.5,Susan Streitfeld,Tilda Swinton,Amy Madigan,Karen Sillas,Drama,119,33,30,0
tt0125128,7,Thom Fitzgerald,Chris Leavins,Kerry Fox,Ian Parsons,Drama,91,29,25,0
tt0120118,6.4,Dale Rosenbloom,Blake Heron,Michael Moriarty,Scott Wilson,Drama,93,16,15,0
tt0116295,6.9,Kaige Chen,Leslie Cheung,Li Gong,Kevin Lin,Drama,130,16,27,0
tt0117359,7.6,Jacques Doillon,Victoire Thivisol,Delphine Schiltz,Matiaz Bureau Caton,Drama,97,43,38,0
tt0118859,6.2,John Irvin,Harvey Keitel,Stephen Dorff,Timothy Hutton,Crime,97,54,40,8000000
tt0120014,7.5,Peter Spirer,B-Real,Kurtis Blow,Da Brat,Documentary,,5,5,0
tt0120481,6.7,Agnieszka Holland,Jennifer Jason Leigh,Albert Finney,Maggie Smith,Drama,115,46,44,0
tt0119465,6.1,Tony Vitale,Nick Scotti,Anthony Barrile,Anthony DeSando,Comedy,86,24,23,0
tt0119859,6.8,Bruce Beresford,Glenn Close,Frances McDormand,Pauline Collins,Drama,122,52,31,16000000
tt0116041,6.9,Greg Mottola,Hope Davis,Stanley Tucci,Parker Posey,Comedy,87,35,34,0
tt0119590,7.6,Alain Berliner,Georges Du Fresne,Michèle Laroque,Jean-Philippe coffey,Drama,88,68,62,0
tt0126036,6.7,Kurt Miller,Warren Miller,Bill Bacon,Deni Bevin,Documentary,95,1,1,0
tt0114134,6.7,Peter Greenaway,Vivian Wu,Ewan McGregor,Yoshi Oida,Drama,126,96,52,0
tt0118818,7.2,Mike Leigh,Katrin Cartlidge,Lynda Steadman,Kate Byers,Drama,83,33,51,0
tt0118566,6.1,Alan Rudolph,Nick Nolte,Julie Christie,Lara Flynn Boyle,Comedy,119,48,42,0
tt0115744,7.1,Mark Herman,Pete Postlethwaite,Tara Fitzgerald,Ewan McGregor,Comedy,107,135,51,0
tt0119832,5.8,Mike Figgis,Wesley Snipes,Nastassja Kinski,Kyle MacLachlan,Drama,102,40,39,24000000
tt0119620,7,Robert Guédiguian,Ariane Ascaride,Gérard Meylan,Pascale Roberts,Comedy,,18,27,0
tt0119578,6.8,Joe Mantello,Jason Alexander,Stephen Spinella,Stephen Bogardus,Comedy,108,51,13,2000000
tt0120151,4.8,Keith Samples,Greg Kinnear,Lauren Holly,Joan Cusack,Comedy,98,11,16,0
tt7594568,6.4,Jeroen Houben,Ariane Schluter,Benja Bruijning,Georgina Verbaan,Comedy,90,no data,2,1200000
tt0119152,4.6,Sam Pillsbury,Jason James Richter,August Schellenberg,Annie Corley,Adventure,86,23,24,0
tt0118523,4.8,Scott Winant,Jeanne Tripplehorn,Dylan McDermott,John Plumpis,Romance,113,39,22,1000000
tt0119887,5,Paul Miller,John Leguizamo,Jeffrey Jones,Freddy Rodríguez,Comedy,82,134,16,17000000
tt0116922,7.6,David Lynch,Bill Pullman,Patricia Arquette,John Roselius,Mystery,134,465,140,15000000
tt0119644,5.2,Peter Baldwin,Rodney Dangerfield,Debi Mazar,David Ogden Stiers,Comedy,105,27,15,0
tt0120275,6.8,Sally Potter,Sally Potter,Pablo Verón,Morgane Maugran,Drama,100,54,35,0
tt0119906,5.6,Andy Wilson,David Duchovny,Timothy Hutton,Angelina Jolie,Crime,94,50,36,12000000
tt0118764,6.6,Louis Saia,Marc Messier,Rémy Girard,Patrick Huard,Comedy,107,10,3,0
tt0118927,4.5,Darrell Roodt,Ice Cube,Elizabeth Hurley,Thokozani Nkosi,Action,95,16,18,0
tt0119225,7,Vondie Curtis-Hall,Tupac Shakur,Tim Roth,Thandie Newton,Comedy,91,42,24,0
tt0118531,6.7,Kevin Reynolds,Samuel L. Jackson,John Heard,Kelly Rowan,Drama,119,95,29,20000000
tt0116790,7.8,Jan Sverák,Zdenek Sverák,Andrey Khalimon,Libuse Safránková,Comedy,105,65,64,0
tt0118760,7.1,Jim Sheridan,Daniel Day-Lewis,Emily Watson,Daragh Donnelly,Drama,114,52,59,0
tt0118900,6.5,Jim Kouf,Jim Belushi,Tupac Shakur,Lela Rochon,Action,102,29,16,0
tt0119381,6.4,Pat O'Connor,Liv Tyler,Jennifer Connelly,Joaquin Phoenix,Drama,110,75,35,0
tt0119484,4.8,John Nicolella,Kevin Sorbo,Tia Carrere,Thomas Ian Griffith,Fantasy,95,74,41,0
tt0120399,6.8,Oliver Stone,Sean Penn,Jennifer Lopez,Nick Nolte,Crime,125,213,113,19000000
tt0118663,4.4,Robert Townsend,Halle Berry,Natalie Desselle Reid,Martin Landau,Comedy,90,35,16,0
tt0120112,5.9,Nick Cassavetes,Sean Penn,Robin Wright,John Travolta,Drama,100,75,55,18000000
tt0120512,6.3,William Dear,Jonathan Taylor Thomas,Devon Sawa,Scott Bairstow,Action,106,34,25,0
tt0120190,5,Rusty Cundieff,Tisha Campbell-Martin,Rusty Cundieff,Paula Jai Parker,Comedy,105,7,11,0
tt0120389,3.5,Shuki Levy,Jason David Frank,Catherine Sutherland,Hilary Shepard,Action,99,56,30,10000000
tt0119280,7.3,John Madden,Judi Dench,Billy Connolly,Geoffrey Palmer,Biography,105,70,67,0
tt0119115,6.4,Fred Schepisi,John Cleese,Jamie Lee Curtis,Kevin Kline,Comedy,93,98,59,0
tt0120323,6,Jocelyn Moorhouse,Michelle Pfeiffer,Jessica Lange,Jennifer Jason Leigh,Drama,105,33,48,0
tt0119783,6.6,Sidney Lumet,Andy Garcia,Richard Dreyfuss,Lena Olin,Crime,113,29,42,0
tt0099558,7.3,Jackie Chan,Jackie Chan,Carol 'Do Do' Cheng,Eva Cobo,Action,106,51,49,0
tt0119509,5.1,Andy Cadiff,Christopher McDonald,Janine Turner,Cameron Finley,Comedy,84,23,23,0
tt0119013,4.7,Hark Tsui,Jean-Claude Van Damme,Dennis Rodman,Mickey Rourke,Action,93,93,71,30000000
tt0118691,5.3,Ken Kwapis,Fran Drescher,Timothy Dalton,Ian McNeice,Comedy,105,43,23,16000000
tt0120036,7.2,John Singleton,Jon Voight,Ving Rhames,Don Cheadle,Action,140,62,37,30000000
tt0120373,5.7,Jonathan Lynn,Michael Richards,Jeff Daniels,Charlize Theron,Comedy,98,43,27,0
tt0120520,7.2,Iain Softley,Helena Bonham Carter,Linus Roache,Alex Jennings,Drama,102,73,72,0
tt0119095,6.5,Charles Sturridge,Paul McGann,Florence Hoath,Elizabeth Earl,Drama,99,56,41,0
tt0119086,5.3,Marco Brambilla,Alicia Silverstone,Benicio Del Toro,Christopher Walken,Action,101,105,44,0
tt0116704,6.6,Stanley Tong,Jackie Chan,Jackson Lou,Annie Wu,Action,107,65,54,0
tt0119535,6.4,Danny Boyle,Cameron Diaz,Ewan McGregor,Holly Hunter,Comedy,103,176,67,12000000
tt2394045,8.3,Jason Epperson,Dustin Abbott,Jay Bilas,Laura Bell Bundy,Documentary,,1,no data,0
tt0120029,5.9,Stuart Gillard,Harland Williams,Jessica Lundy,William Sadler,Comedy,95,76,26,16000000
tt0119123,5,Félix Enríquez Alcalá,Steven Seagal,Kris Kristofferson,Marg Helgenberger,Action,105,110,43,60000000
tt0120318,6.1,Carl Reiner,Bette Midler,Dennis Farina,Paula Marshall,Comedy,105,35,20,0
tt0059793,6.7,Robert Stevenson,Hayley Mills,Dean Jones,Dorothy Provine,Comedy,112,32,15,0
tt0119214,4.7,Christopher Cain,Joe Pesci,Danny Glover,Rosanna Arquette,Comedy,94,75,13,53000000
tt0118750,5.4,Jeff Pollack,Jamie Foxx,Tommy Davidson,Vivica A. Fox,Comedy,79,34,20,0
tt0119994,6.3,Jon Avnet,Richard Gere,Bai Ling,Bradley Whitford,Crime,122,74,31,48000000
tt0119311,6.3,Bill Duke,Laurence Fishburne,Tim Roth,Vanessa Williams,Crime,130,60,45,30000000
tt0119215,5.7,Brian Robbins,Kel Mitchell,Kenan Thompson,Sinbad,Comedy,103,89,33,0
tt0119675,5.9,Guillermo del Toro,Mira Sorvino,Jeremy Northam,Alexander Goodwin,Horror,105,166,129,30000000
tt0119731,6.1,Dwight H. Little,Wesley Snipes,Diane Lane,Daniel Benzali,Action,107,58,59,0
tt0118604,5.1,Anthony Waller,Tom Everett Scott,Julie Delpy,Vince Vieluf,Comedy,105,161,77,22000000
tt0119718,3.9,Stanley Tong,Leslie Nielsen,Kelly Lynch,Matt Keeslar,Adventure,84,52,16,30000000
tt0119848,6.1,Martha Coolidge,Jack Lemmon,Walter Matthau,Dyan Cannon,Comedy,106,54,31,0
tt0120032,6.2,David Mirkin,Mira Sorvino,Lisa Kudrow,Janeane Garofalo,Comedy,92,175,50,0
tt0119141,6,Andy Tennant,Matthew Perry,Salma Hayek,Jon Tenney,Comedy,109,130,38,0
tt0120327,5.9,Ben Stassen,Harry Shearer,Paul Harper,Cassandra Peterson,Adventure,,4,7,0
tt0119896,5.5,Glenn Gordon Caron,Jennifer Aniston,Jay Mohr,Kevin Bacon,Comedy,105,73,56,19000000
tt0119142,5.7,Bryan Spicer,Tim Allen,Kirstie Alley,Jay O. Sanders,Comedy,115,39,27,35000000
tt0119664,5.5,Thomas Carter,Eddie Murphy,Michael Rapaport,Kim Miyori,Action,117,50,41,55000000
tt0119051,6.9,Lee Tamahori,Anthony Hopkins,Alec Baldwin,Elle Macpherson,Action,117,187,99,0
tt0118556,6.1,Griffin Dunne,Meg Ryan,Matthew Broderick,Kelly Preston,Comedy,100,69,55,0
tt0120434,5.9,Stephen Kessler,Chevy Chase,Beverly D'Angelo,Randy Quaid,Comedy,93,95,35,25000000
tt0118708,5.5,Dennis Dugan,Chris Farley,Nicollette Sheridan,Robin Shou,Action,88,70,29,0
tt0119951,6.8,Betty Thomas,Howard Stern,Mary McCormack,Robin Quivers,Biography,109,104,32,28000000
tt0119432,5.1,John Pasquin,Tim Allen,Martin Short,JoBeth Williams,Comedy,97,46,31,0
tt0146664,7.1,Paolo Agazzi,Darío Grandinetti,Gustavo Angarita,Elías Serrano,Comedy,108,4,4,0
tt0124901,7.2,Skip Woods,Thomas Jane,Aaron Eckhart,Paulina Porizkova,Action,84,102,20,0
tt0122710,6.6,Quentin Lee,Radmar Agana Jao,Jeanne Chinn,Clint Jung,Drama,90,1,5,0
tt0040724,7.8,Howard Hawks,John Wayne,Montgomery Clift,Joanne Dru,Action,133,174,89,3000000
tt0162050,5.9,Amos Gitai,Moshe Ivgy,Hanna Maron,Juliano Mer-Khamis,Comedy,102,2,9,0
tt0116833,6.3,David Keating,Catherine O'Hara,Jared Leto,Christina Ricci,Comedy,102,19,11,0
tt0120219,7.1,Jonathan Demme,Robyn Hitchcock,Deni Bonet,Tim Keegan,Documentary,77,8,16,0
tt0116538,5.5,Steven Shainberg,Elias Koteas,Laure Marsac,Jay Leggett,Crime,125,10,6,0
tt0169156,6.5,Marion Hänsel,John Lynch,Jonny Phillips,Oscar Petersen,Drama,112,4,7,0
tt0119547,6.4,Antonio Tibaldi,Ryan Phillippe,Nastassja Kinski,John Savage,Drama,99,42,6,0
tt0113184,7.3,Michael Winterbottom,Robert Carlyle,Juliet Aubrey,James Nesbitt,Drama,81,12,14,0
tt0185101,6.2,Ash Baron-Cohen,Mischa Barton,Cameron Van Hoy,Burt Reynolds,Action,99,52,13,0
tt0119986,6.8,Bill Ryan,William Sadler,Alessandro Nivola,Bruce Norris,Comedy,100,18,9,0
tt0131110,5.8,Graham Theakston,Peter Falk,Lauren Holly,Timothy Hutton,Drama,90,12,4,0
tt0119734,6.5,Charlie Peters,Jude Law,Jennifer Tilly,Gretchen Mol,Comedy,104,81,10,0
tt0119272,5.8,Craig Lahiff,Russell Crowe,Yûki Kudô,Kenji Isomura,Action,96,39,14,0
tt0116845,5.8,John Duigan,Jon Bon Jovi,Anna Galiena,Lambert Wilson,Drama,100,11,14,0
tt0118727,5.4,Juan José Campanella,Denis Leary,Terence Stamp,Aitana Sánchez-Gijón,Drama,95,8,13,0
tt0116141,6.2,Tiffanie DeBartolo,Ione Skye,Jennifer Aniston,Mackenzie Astin,Romance,90,69,16,0
tt0111416,6.6,Mary McGuckian,Samantha Morton,Ross McDade,Richard Harris,Drama,100,2,3,0
tt0119278,6.6,Mary Cybulski,Paul Dillon,Tim Gamble,Olivia Trevino,Comedy,96,41,12,10000000
tt2497808,3.9,Giorgio Serafini,Dolph Lundgren,Vinnie Jones,Randy Couture,Action,93,20,22,0
tt0120162,4.3,Ramin Niami,Sandra Bernhard,Ornella Muti,Robert John Burke,Drama,94,8,7,0
tt0154421,6.8,Lars von Trier,Bodil Jørgensen,Jens Albinus,Anne Louise Hassing,Comedy,117,140,87,2500000
tt0144546,6.3,J.S. Cardone,Robert Forster,Kevin Pollak,Sherilyn Fenn,Comedy,100,21,12,0
tt0132213,5.8,Roger Hedden,Campbell Scott,Daryl Hannah,Moira Kelly,Comedy,82,15,7,0
tt0039689,8.1,Jacques Tourneur,Robert Mitchum,Jane Greer,Kirk Douglas,Crime,97,207,133,0
tt0997263,6.6,Alexis Dos Santos,Déborah François,Fernando Tielve,Michiel Huisman,Comedy,97,15,47,0
tt0155667,6.8,Monika Treut,Eva Norvind,Georg Kajanus,Johanne Kajanus,Documentary,81,no data,6,0
tt0120070,7.3,Predrag Antonijevic,Dennis Quaid,Nastassja Kinski,Pascal Rollin,Drama,99,119,19,10000000
tt0120593,6.5,Steven Maler,Tyne Daly,Marla Sucharetza,Marceline Hugot,Drama,110,12,1,0
tt0188653,7,Yesim Ustaoglu,Nazmi Kirik,Newroz Baz,Mizgin Kapazan,Drama,104,16,22,0
tt0119837,6,Peter Masterson,Diane Keaton,Sam Shepard,Diane Lane,Drama,103,13,4,0
tt0112922,7.5,lex de la Iglesia,lex Angulo,Armando De Razza,Santiago Segura,Action,103,59,66,0
tt0120271,6.1,Nick Hamm,Polly Walker,Vincent Perez,Franco Nero,Drama,96,14,9,0
tt0196002,6.3,Chris Roe,Julian Lennon,Chris Roe,Richard Roe,Documentary,,5,4,0
tt0116488,7.4,Bruce McDonald,Hugh Dillon,Callum Keith Rennie,John Pyper-Ferguson,Comedy,92,39,23,0
tt0111255,5.5,Luis Llosa,Sylvester Stallone,Sharon Stone,James Woods,Action,110,125,39,45000000
tt0144604,6.4,Susanna Styron,Martin Sheen,John Franklin Sawyer,Scott Terra,Drama,89,21,19,0
tt0128648,6.3,Michael Anderson,Michael Ontkean,Leslie Hope,Wilford Brimley,Drama,101,8,4,0
tt0301050,7.4,Israel Adrián Caetano,Freddy Flores,Rosa Sánchez,Oscar Bertea,Drama,75,16,22,0
tt0118980,6.9,Timothy Hutton,Evan Rachel Wood,Kevin Bacon,Mary Stuart Masterson,Drama,98,32,19,0
tt0120220,5.4,Michael F. Huse,Josef Ostendorf,Beverly D'Angelo,Lauren Hutton,Adventure,,2,7,0
tt0120213,5,Barnet Kellman,BD Wong,Bronson Pinchot,Jennifer Coolidge,Comedy,78,19,13,0
tt0120491,5.8,Stephan Elliott,Johnathon Schaech,Rod Taylor,Susie Porter,Adventure,106,59,12,0
tt0183065,7.3,Mikael Kristersson,Caisa Persson,,,Documentary,89,4,8,0
tt0117350,2.7,Bob Koherr,Tommy Davidson,Julie Brown,Paul Dinello,Comedy,82,37,6,0
tt0102556,5.1,Jon Hess,Lisa Hartman,A Martinez,Pat Hingle,Horror,94,5,1,0
tt0144801,7.3,Susan Muska,Daphne,Reanna,Gina,Documentary,89,26,14,0
tt0119007,6.4,Yuan Zhang,Si Han,Jun Hu,Jing Ye,Drama,90,11,11,0
tt0124437,8.1,Nikos Koundouros,Dinos Iliopoulos,Margarita Papageorgiou,Giannis Argyris,Crime,103,3,1,0
tt0139564,6.9,François Ozon,Sasha Hails,Marina de Van,Samantha,Thriller,52,36,14,0
tt0118756,7,Philippe de Broca,Daniel Auteuil,Fabrice Luchini,Vincent Perez,Drama,128,33,20,0
