imdb_id,star,director,actor1,actor2,actor3,genre,runtime,user,critc,budget
tt0372588,7.2,Trey Parker,Trey Parker,Matt Stone,Elle Russ,Action,98,705,234,32000000
tt0371246,6.4,James L. Brooks,Adam Sandler,Téa Leoni,Paz Vega,Comedy,130,345,126,80000000
tt0330793,6.5,Jonathan Hensleigh,Thomas Jane,John Travolta,Samantha Mathis,Action,124,633,197,33000000
tt0318462,7.8,Walter Salles,Gael García Bernal,Rodrigo De la Serna,Mía Maestro,Adventure,126,302,192,0
tt0374102,5.7,Chris Kentis,Blanchard Ryan,Daniel Travis,Saul Stein,Adventure,79,927,235,130000
tt0337921,6.5,David R. Ellis,Kim Basinger,Chris Evans,Jason Statham,Action,94,359,129,25000000
tt0385267,6.5,Paul Weitz,Dennis Quaid,Topher Grace,Scarlett Johansson,Comedy,109,214,152,0
tt0364045,6.2,D.J. Caruso,Angelina Jolie,Ethan Hawke,Kiefer Sutherland,Crime,103,312,143,45000000
tt0056241,8.1,Arthur Penn,Anne Bancroft,Patty Duke,Victor Jory,Biography,106,91,36,500000
tt0364751,5.9,Steven Brill,Matthew Lillard,Seth Green,Dax Shepard,Adventure,95,152,92,19000000
tt0337579,5.7,Kevin Rodney Sullivan,Ice Cube,Cedric the Entertainer,Eve,Comedy,106,66,50,18000000
tt0344510,7.7,Jean-Pierre Jeunet,Audrey Tautou,Gaspard Ulliel,Jodie Foster,Drama,133,241,188,47000000
tt0356470,5.9,Mark Rosman,Hilary Duff,Chad Michael Murray,Jennifer Coolidge,Comedy,95,238,68,19000000
tt0366174,4.6,Dwight H. Little,Morris Chestnut,KaDee Strickland,Eugene Byrd,Action,97,149,92,25
tt0327437,5.8,Frank Coraci,Jackie Chan,Steve Coogan,Jim Broadbent,Action,120,195,190,110000000
tt0335245,6.2,Ethan Coen,Tom Hanks,Marlon Wayans,Irma P. Hall,Comedy,104,404,197,0
tt0327554,3.3,Pitof,Halle Berry,Sharon Stone,Benjamin Bratt,Action,104,685,213,100000000
tt0372824,7.9,Christophe Barratier,Gérard Jugnot,François Berléand,Jean-Baptiste Maunier,Drama,96,114,116,0
tt0357413,7.2,Adam McKay,Will Ferrell,Christina Applegate,Steve Carell,Comedy,94,594,181,26000000
tt0376105,5.2,Frederik Du Chau,Frankie Muniz,David Spade,Snoop Dogg,Adventure,102,85,75,30000000
tt0385004,7.6,Yimou Zhang,Ziyi Zhang,Takeshi Kaneshiro,Andy Lau,Action,119,424,251,0
tt0289879,7.7,Eric Bress,Ashton Kutcher,Amy Smart,Melora Walters,Sci-Fi,113,"1,113",177,13000000
tt0368008,6.6,Jonathan Demme,Denzel Washington,Liev Schreiber,Meryl Streep,Drama,129,372,213,80000000
tt0327162,5.3,Frank Oz,Nicole Kidman,Bette Midler,Matthew Broderick,Comedy,93,415,169,90000000
tt0388419,5.3,Joe Roth,Tim Allen,Jamie Lee Curtis,Dan Aykroyd,Comedy,99,224,111,60000000
tt0337563,6.1,Gary Winick,Jennifer Garner,Mark Ruffalo,Judy Greer,Comedy,98,347,95,37000000
tt0167190,6.9,Guillermo del Toro,Ron Perlman,Doug Jones,Selma Blair,Action,122,610,227,66000000
tt0349710,6.5,Jay Russell,Joaquin Phoenix,John Travolta,Jacinda Barrett,Action,115,320,113,60000000
tt0371724,6.8,Garth Jennings,Martin Freeman,Yasiin Bey,Sam Rockwell,Adventure,109,"1,072",280,50000000
tt0363547,7.3,Zack Snyder,Sarah Polley,Ving Rhames,Mekhi Phifer,Action,101,"1,066",293,28000000
tt0387564,7.6,James Wan,Cary Elwes,Leigh Whannell,Danny Glover,Crime,103,"1,551",304,1200000
tt0296572,6.7,David Twohy,Vin Diesel,Judi Dench,Colm Feore,Action,119,674,206,105000000
tt0317648,6.7,Joe Johnston,Viggo Mortensen,Omar Sharif,Zuleikha Robinson,Action,136,349,141,100000000
tt0375063,7.5,Alexander Payne,Paul Giamatti,Thomas Haden Church,Virginia Madsen,Comedy,126,850,285,16000000
tt0381707,5.5,Keenen Ivory Wayans,Marlon Wayans,Shawn Wayans,Busy Philipps,Comedy,109,266,70,37000000
tt0308644,7.7,Marc Forster,Johnny Depp,Kate Winslet,Julie Christie,Biography,106,646,227,25000000
tt0332280,7.9,Nick Cassavetes,Gena Rowlands,James Garner,Rachel McAdams,Drama,123,"1,142",174,29000000
tt0376541,7.3,Mike Nichols,Natalie Portman,Jude Law,Clive Owen,Drama,104,917,214,27000000
tt0356618,5.8,Joseph Ruben,Julianne Moore,Dominic West,Christopher Kovaleski,Drama,91,448,170,42000000
tt0358135,6.1,Peter Chelsom,Richard Gere,Jennifer Lopez,Susan Sarandon,Comedy,107,215,117,50000000
tt0368933,5.8,Garry Marshall,Anne Hathaway,Callum Blue,Julie Andrews,Comedy,113,154,75,40000000
tt0318627,6.2,Alexander Witt,Milla Jovovich,Sienna Guillory,Eric Mabius,Action,94,679,198,45000000
tt0377092,7,Mark Waters,Lindsay Lohan,Jonathan Bennett,Rachel McAdams,Comedy,97,582,152,17000000
tt0328107,7.7,Tony Scott,Denzel Washington,Christopher Walken,Dakota Fanning,Action,146,706,173,70000000
tt0359013,5.9,David S. Goyer,Wesley Snipes,Kris Kristofferson,Parker Posey,Action,123,522,190,65000000
tt0345950,7,Stephen Hillenburg,Tom Kenny,Jeffrey Tambor,Rodger Bumpass,Animation,87,199,90,30000000
tt0378194,8,Quentin Tarantino,Uma Thurman,David Carradine,Michael Madsen,Action,136,963,306,30000000
tt0293508,7.3,Joel Schumacher,Gerard Butler,Emmy Rossum,Patrick Wilson,Drama,143,"2,061",154,70000000
tt0346491,5.6,Oliver Stone,Colin Farrell,Anthony Hopkins,Rosario Dawson,Action,175,"1,403",234,155000000
tt0364725,6.7,Rawson Marshall Thurber,Ben Stiller,Christine Taylor,Vince Vaughn,Comedy,92,400,187,20000000
tt0335438,6.1,Todd Phillips,Ben Stiller,Owen Wilson,Snoop Dogg,Comedy,101,306,174,60000000
tt0370263,5.6,Paul W.S. Anderson,Sanaa Lathan,Lance Henriksen,Raoul Bova,Action,101,"1,306",254,70000000
tt0343135,5.9,John Hamburg,Ben Stiller,Jennifer Aniston,Debra Messing,Comedy,90,278,107,42000000
tt0331632,5,Raja Gosnell,Freddie Prinze Jr.,Sarah Michelle Gellar,Matthew Lillard,Adventure,93,154,94,0
tt0349683,6.3,Antoine Fuqua,Clive Owen,Stephen Dillane,Keira Knightley,Action,126,902,176,120000000
tt0338751,7.5,Martin Scorsese,Leonardo DiCaprio,Cate Blanchett,Kate Beckinsale,Biography,170,809,260,116000000
tt0339291,6.8,Brad Silberling,Jim Carrey,Jude Law,Meryl Streep,Adventure,108,616,189,140000000
tt0369339,7.5,Michael Mann,Tom Cruise,Jamie Foxx,Jada Pinkett Smith,Crime,120,854,301,65000000
tt0362227,7.3,Steven Spielberg,Tom Hanks,Catherine Zeta-Jones,Chi McBride,Comedy,128,624,154,60000000
tt0361596,7.5,Michael Moore,Michael Moore,George W. Bush,Ben Affleck,Documentary,122,"1,416",288,6000000
tt0405159,8.1,Clint Eastwood,Hilary Swank,Clint Eastwood,Morgan Freeman,Drama,132,"1,140",279,30000000
tt0368447,6.5,M. Night Shyamalan,Sigourney Weaver,William Hurt,Joaquin Phoenix,Drama,108,"2,018",274,60000000
tt0317198,6,Beeban Kidron,Renée Zellweger,Colin Firth,Hugh Grant,Comedy,108,260,147,50000000
tt0372183,7.8,Paul Greengrass,Matt Damon,Franka Potente,Joan Allen,Action,108,825,241,75000000
tt0338526,6.1,Stephen Sommers,Hugh Jackman,Kate Beckinsale,Richard Roxburgh,Action,132,"1,346",238,160000000
tt0338348,6.6,Robert Zemeckis,Tom Hanks,Chris Coppola,Michael Jeter,Animation,100,464,185,165000000
tt0368891,6.9,Jon Turteltaub,Nicolas Cage,Diane Kruger,Justin Bartha,Action,131,704,190,100000000
tt0307453,6,Bibo Bergeron,Will Smith,Robert De Niro,Renée Zellweger,Animation,90,297,144,75000000
tt0332452,7.2,Wolfgang Petersen,Brad Pitt,Eric Bana,Orlando Bloom,Drama,163,"1,728",214,175000000
tt0290002,6.3,Jay Roach,Ben Stiller,Robert De Niro,Blythe Danner,Comedy,115,433,141,80000000
tt0317705,8,Brad Bird,Craig T. Nelson,Samuel L. Jackson,Holly Hunter,Animation,115,851,292,92000000
tt0316654,7.3,Sam Raimi,Tobey Maguire,Kirsten Dunst,Alfred Molina,Action,127,"1,345",306,200000000
tt0304141,7.9,Alfonso Cuarón,Daniel Radcliffe,Emma Watson,Rupert Grint,Adventure,141,"1,527",284,130000000
tt0298148,7.2,Andrew Adamson,Mike Myers,Eddie Murphy,Cameron Diaz,Animation,93,498,211,150000000
tt0451021,7.4,Michael Blieden,Patton Oswalt,Brian Posehn,Maria Bamford,Comedy,103,17,8,0
tt0402249,6.1,Paul Fox,Kate Greenhouse,Bruce McFee,Jeff Seymour,Horror,80,51,79,500000
tt0370531,6.3,Siegrid Alnoy,Sasha Andres,Carlo Brandt,Pierre-Félix Gravière,Drama,98,6,19,0
tt0383460,8.3,Ziad H. Hamzeh,Ziad H. Hamzeh,,,Documentary,76,32,35,0
tt0308281,4.3,Cody Jarrett,Kristi Russell,Ariadne Shaffer,Robert Patrick Brink,Sci-Fi,80,9,12,0
tt0475333,5.3,Catherine Gund,Elizabeth Bing,Sami S. David,Dave Johnson,Documentary,86,no data,4,0
tt0421250,6,Melissa Painter,Danny Alexander,Hunter Parrish,Cara Seymour,Drama,95,9,10,0
tt1766204,6.7,Porter Speakman Jr.,Evan Albertyn,Gary Burge,Ron Dart,Documentary,82,1,no data,0
tt0070488,7,Anthony Simmons,Peter Sellers,Donna Mullane,John Chaffey,Drama,110,14,8,0
tt0372401,4.9,Jonathan Liebert,Priscilla Barnes,Mark DeCarlo,Jay Michael Ferguson,Comedy,96,10,5,0
tt0412042,6.3,Karen Shakhnazarov,Andrey Panin,Kseniya Rappoport,Artyom Semakin,Drama,106,9,11,0
tt0271537,5.3,Michael Almereyda,Karl Geary,Shalom Harlow,Clarence Williams III,Drama,89,13,14,0
tt0464216,6.8,Len Morris,Evyenia Constantine,Tom Harkin,Meryl Streep,Documentary,85,no data,6,0
tt0428672,7.1,Angelina Maccarone,Jasmin Tabatabai,Navid Navid,Mossadegh Hamid,Drama,,4,22,0
tt0404551,7.8,Peter Bate,Elie Lison,Roger May,Steve Driesen,Documentary,90,4,8,0
tt0322700,5.3,Adam Goldberg,Marisa Coughlan,Judy Greer,Shalom Harlow,Drama,111,39,20,0
tt0381682,4.6,Lukas Moodysson,Thorsten Flinck,Björn Almroth,Sanna Bråding,Drama,98,43,46,0
tt0401462,2,A. Raven Cruz,Scott Levy,Vanilla Ice,Geremy Dingle,Action,97,9,3,0
tt0444698,7.4,Steven Greenstreet,Kay Anderson,Jim Bassi,Sean Vreeland,Documentary,,23,38,0
tt0377043,4.9,Jonathan Parker,Noah Wyle,Illeana Douglas,Kate Mara,Drama,91,11,2,0
tt0383648,5.2,Renée Chabria,John Leguizamo,Ana Claudia Talancón,Elizabeth Peña,Comedy,108,11,7,0
tt0278017,7.3,Alberto Negrin,Luca Zingaretti,Jérôme Anger,Amanda Sandrelli,Biography,126,5,6,0
tt0458425,7.6,Ken Loach,Helen Steel,Dave Morris,Bruce Alexander,Documentary,85,20,14,0
tt0424189,9.2,Jim Brown,Leon Bibb,Theodore Bikel,Erik Darling,Documentary,90,2,6,0
tt0338001,6.4,Carl Bessai,Ian McKellen,Deborah Kara Unger,Theo Crane,Drama,92,14,22,0
tt0385890,3.3,Philip Zlotorynski,Paget Brewster,Neil Barton,Eric Hoffman,Comedy,80,24,8,0
tt0342916,2.7,Joey Curtis,Brihanna Hernandez,Victor Larios,Robert Beaumont,Action,96,10,8,0
tt0428959,8.3,Sut Jhally,Seth Ackerman,Stav Adivi,Arik Ascherman,Documentary,80,13,16,0
tt0387549,4.9,Ti West,Tom Noonan,Karl Jacob,Vanessa Horneff,Horror,80,48,54,0
tt0451070,7.5,Grace Lee,Grace Lee,Aldo Velasco,,Documentary,68,3,13,0
tt0106676,4.8,Stephen Tolkin,Moira Kelly,Cuba Gooding Jr.,Martha Plimpton,Action,91,16,5,0
tt0448435,6.8,Thomas Balmès,Louise Jamison,Hanna Kaskinen,,Documentary,,2,11,0
tt0433635,6.6,Laurice Guillen,Angelica Panganiban,Jericho Rosales,Hilda Koronel,Drama,113,4,5,0
tt0490079,8.2,Nicolas Rossier,Jean-Bertrand Aristide,George Bush,George W. Bush,Documentary,,1,7,0
tt0424273,7.6,Jiang Xiao,Yu Xia,Haibin Li,Yijing Zhang,Drama,93,16,15,0
tt0452659,7.3,Ian Olds,Matthew Bacik,Chris Corcione,Eric Forbes,Documentary,140,9,47,0
tt0338977,6.9,Abdellatif Kechiche,Osman Elkharraz,Sara Forestier,Sabrina Ouazani,Drama,124,19,34,0
tt0424584,6.9,Pola Rapaport,Dominique Aury,Cyril Corral,Thierry de Carbonnières,Documentary,80,3,9,0
tt0187387,5.5,Alex Munoz,Katrina Gibson,Jay Hernandez,Melida Prado,Crime,90,9,1,0
tt0396818,6.9,Matteo Garrone,Michela Cescon,Vitaliano Trevisan,Roberto Comacchio,Drama,100,7,12,0
tt0445396,7,Sang-soo Im,Suk-kyu Han,Yun-shik Baek,Jae-ho Song,Comedy,102,16,43,0
tt0377569,7.1,Marco Bellocchio,Maya Sansa,Luigi Lo Cascio,Roberto Herlitzka,Drama,106,23,52,0
tt0430063,6.3,Quentin Lee,Jun Hee Lee,Raymond Ma,Julia Nickson,Crime,87,15,11,0
tt0439833,6.4,Brian Jun,Jamie Anne Allman,Marcus Atkins,Raymond J. Barry,Crime,95,13,23,0
tt0402910,6.5,Tony Giglio,Jason Statham,Ryan Phillippe,Wesley Snipes,Action,106,103,49,20000000
tt0366444,6.6,Eddie O'Flaherty,Eddie Jones,J.P. Davis,Christina Chambers,Drama,,23,12,0
tt0446012,6.4,Stephen C. Sepher,Tony Amendola,Lisa Arturo,Jenna Bailey,Comedy,90,4,3,350000
tt1333591,6.3,Charlotte Brändström,Krister Henriksson,Lena Endre,Sverrir Gudnason,Crime,,4,5,0
tt0300922,4.9,Colin Miller,Colin Miller,Gianni Lazuli,Alex Cain,Comedy,82,21,4,0
tt0339642,5.2,Katrina Holden Bronson,Johnny Knoxville,Elizabeth Banks,Beth Grant,Comedy,100,19,16,3000000
tt0396041,4.4,Sue Corcoran,Jeffrey Gilbert,Tim Gouran,Todd Licea,Comedy,,19,8,0
tt0398982,6.7,Matt Mulhern,Daisy Ang,Bill Buell,Dick Cavett,Comedy,84,37,11,0
tt0094291,7.4,Oliver Stone,Charlie Sheen,Michael Douglas,Tamara Tunie,Crime,126,224,108,15000000
tt0420356,7.5,Michael Wranovics,Marty Appel,Barry Bonds,Patrick Hayashi,Comedy,90,6,16,0
tt0353969,8.1,Joon-ho Bong,Kang-ho Song,Sang-kyung Kim,Roe-ha Kim,Action,129,157,152,2800000
tt0337728,6.3,Vincent Sassone,Vincent Pastore,Frank Vincent,Robin Paul,Comedy,82,5,8,0
tt0390080,5.5,Christopher Munch,Bryce Johnson,Cole Williams,Rain Phoenix,Drama,74,19,11,0
tt2848876,7.4,Maziar Miri,Shahab Hosseini,Negar Javaherian,Elham Korda,Drama,,2,9,0
tt0114941,5.6,Donald Cammell,Christopher Walken,Joan Chen,Steven Bauer,Action,111,43,14,0
tt0420627,6.4,Yin-jung Chen,Tony Yo-ning Yang,Duncan Lai,King Chin,Comedy,93,17,10,0
tt0468528,7.6,Stephen Vittoria,James Abourezk,Warren Beatty,Chip Berlet,Documentary,123,10,10,0
tt0354668,7.4,Joon-Hwan Jang,Ha-kyun Shin,Yun-shik Baek,Jeong-min Hwang,Comedy,118,55,76,3000000
tt0388201,6.5,Barry Avrich,Irving Azoff,Lucille Ball,Peter Bart,Documentary,,6,13,0
tt0120815,8.6,Steven Spielberg,Tom Hanks,Matt Damon,Tom Sizemore,Drama,169,"2,359",232,70000000
tt0424272,7.3,Pirjo Honkasalo,Pirkko Saisio,,,Documentary,106,5,9,0
tt0287457,7.1,Claude Nuridsany,Sotigui Kouyaté,,,Documentary,77,14,27,0
tt0379402,6.2,Hassan Zee,Pooja Kumar,Craig Marker,Poni Chesser,Comedy,92,4,4,0
tt0285727,6.2,Allan Mindel,Troy Garity,Alison Folland,Randy Quaid,Drama,95,10,29,0
tt0430289,7.1,Christopher Browne,Walter Ray Williams,Charles Barkley,Timothy Busfield,Documentary,93,10,24,0
tt0457452,6.1,John G. Young,Maggie Burkwit,Chris Burmester,Darien Sills-Evans,Comedy,80,8,13,0
tt0456549,3.7,Antara Mali,Antara Mali,Riteish Deshmukh,Divya Dutta,Comedy,136,9,1,0
tt0478338,7.4,Astra Taylor,Slavoj Zizek,,,Documentary,71,10,22,0
tt0363504,6.1,Al Corley,Marcus Thomas,Amy Smart,John Corbett,Comedy,106,25,12,750000
tt0453508,8.5,Helmut Schleppi,Brad Corrigan,Pete Francis,Chad Urmston,Documentary,81,15,5,0
tt0443691,6.8,Rick King,Chris Abani,Sinan Antoon,Rachel Bentham,Documentary,,3,7,0
tt0434179,6.1,Takashi Shimizu,Shin'ya Tsukamoto,Tomomi Miyashita,Kazuhiro Nakahara,Drama,92,47,73,0
tt0399465,5.1,Thanasis Papathanasiou,Nena Menti,Maria Kavoyianni,Akilas Karazisis,Drama,100,7,11,0
tt0315459,6.2,Scott Caan,Scott Caan,Jeff Goldblum,Shawn Hatosy,Drama,100,20,18,0
tt0108334,5.6,Yurek Bogayevicz,William Baldwin,Kelly Lynch,Sherilyn Fenn,Comedy,110,10,13,0
tt0411883,5.1,Casper Andreas,Casper Andreas,Christos Klapsis,Virginia Bryan,Comedy,85,21,5,0
tt0064169,7.5,Henri Verneuil,Jean Gabin,Alain Delon,Lino Ventura,Crime,125,30,32,0
tt0341573,4.3,Julien Hernandez,Julien Hernandez,Marisa Petroro,Seth Macari,Comedy,90,10,5,0
tt0447016,7.6,Lisa Lax,Robin Williams,Oprah Winfrey,,Documentary,80,7,12,0
tt0367859,7.7,Jorge Furtado,Lázaro Ramos,Renata de Lélis,Sérgio Lulkin,Comedy,123,34,28,0
tt0366721,7.9,Theodoros Angelopoulos,Alexandra Aidini,Nikos Poursanidis,Giorgos Armenis,Drama,170,27,38,0
tt0398830,7,Mark Bamford,Debbie Brown,Farouk Valley-Omar,Parinita Jeaven,Comedy,107,7,17,0
tt0412919,7.1,Ruth Leitman,Gladys Gillem,John Daly,Mildred Burke,Documentary,83,7,25,0
tt0302297,4.8,David Mickey Evans,Erik von Detten,Tony Denman,Daniel Farber,Comedy,90,17,6,0
tt0378284,7.8,Andrés Wood,Matías Quer,Ariel Mateluna,Manuela Martelli,Biography,121,44,54,1500000
tt0338013,8.3,Michel Gondry,Jim Carrey,Kate Winslet,Tom Wilkinson,Drama,108,"1,599",277,20000000
tt6772950,4.7,Jeff Wadlow,Lucy Hale,Tyler Posey,Violett Beane,Horror,100,138,153,3500000
tt0416220,7.3,Tetsuya Nakashima,Kyoko Fukada,Anna Tsuchiya,Hiroyuki Miyasako,Comedy,102,35,55,0
tt0448978,6.7,Dani Menkin,Ami Ankilewitz,,,Documentary,70,15,17,0
tt0405271,6.6,Steve James,Georgia Pierson,Janet Pierson,John Pierson,Documentary,110,16,38,0
tt0374036,7,Joseph Cedar,Michaela Eshet,Hani Furstenberg,Moshe Ivgy,Drama,96,15,14,0
tt0382691,6.8,Frédéric Fonteyne,Emmanuelle Devos,Clovis Cornillac,Laura Smet,Drama,103,7,16,0
tt0436262,5.7,Scott Coffey,Naomi Watts,Jennifer Syme,Greg Freitas,Comedy,95,39,47,0
tt0327643,3.5,John Asher,Jenny McCarthy,Eddie Kaye Thomas,Carmen Electra,Comedy,91,155,25,0
tt0330080,5.6,Steve Suissa,Stéphane Freiss,Bérénice Bejo,Peter Coyote,Comedy,89,4,15,0
tt0308595,6.7,Antoine de Caunes,Philippe Torreton,Richard E. Grant,Jay Rodan,Biography,120,9,23,0
tt0420952,6.9,Mark Wexler,Haskell Wexler,Mark Wexler,Billy Crystal,Documentary,95,12,36,0
tt0462333,5.9,Kerry Asmussen,Margaret Cho,Bruce Daniels,,Documentary,90,17,16,0
tt0317965,7.1,Marco Bellocchio,Sergio Castellitto,Jacqueline Lustig,Chiara Conti,Drama,105,17,23,0
tt0099587,5.7,John Milius,Danny Glover,Willem Dafoe,Brad Johnson,Action,115,46,12,35000000
tt0361498,4,Damon Dash,Ebon Moss-Bachrach,Robert Stapleton,Capone Lee,Musical,92,4,7,0
tt0456012,7.8,Daniel Gordon,Daniel Gordon,Hyon Sun Pak,Song Yun Kim,Documentary,93,18,25,0
tt0339638,5.2,Kirk Davis,Myk Watford,Lafayette Wright,Silvia Mathis Manning,Comedy,,4,10,0
tt0451631,7.4,Prakash Jha,Ajay Devgn,Nana Patekar,Bipasha Basu,Action,173,20,7,0
tt0443698,6.4,Michael Almereyda,William J. Eggleston,Michael Almereyda,Winston Eggleston,Documentary,86,5,15,0
tt0310775,7.7,Chan-wook Park,Kang-ho Song,Ha-kyun Shin,Doona Bae,Action,121,132,139,4000000
tt0381668,7.3,Apichatpong Weerasethakul,Banlop Lomnoi,Sakda Kaewbuadee,Huai Dessom,Drama,118,27,98,0
tt0326664,7.2,Russell Mulcahy,Geoffrey Rush,Judy Davis,Jesse Spencer,Biography,114,35,30,0
tt0458375,7.4,Lutz Hachmeister,Udo Samel,Kenneth Branagh,Heinrich Brüning,Documentary,,17,16,0
tt0452711,6.1,Sean Anders,Greg Behrendt,Kent Voss,Sean Anders,Comedy,87,23,14,0
tt0337879,5.5,Mel Smith,Paul Kaye,James Cromwell,Alice Evans,Comedy,96,50,22,0
tt0120657,6.6,John McTiernan,Antonio Banderas,Diane Venora,Dennis Storhøi,Action,102,554,87,160000000
tt0286751,6.6,Kiyoshi Kurosawa,Haruhiko Katô,Kumiko Asô,Koyuki,Horror,118,146,155,0
tt0361322,6.7,Elliot Greenebaum,Michael Bonsignore,Maggie Riley,Nancy Jo Boone,Comedy,78,10,22,500
tt0406650,7,Arie Posin,Jamie Bell,Allison Janney,Rory Culkin,Comedy,108,129,74,0
tt0325478,5.7,Doron Eran,Meital Dohan,Ashraf Farah,Amnon Fisher,Drama,86,5,5,0
tt0076670,5.7,Pete Walker,Lynne Frederick,John Leyton,Stephanie Beacham,Drama,109,32,39,0
tt0402417,6.9,Marcos Bernstein,Fernanda Montenegro,Raul Cortez,Laura Cardoso,Thriller,98,14,25,0
tt0377088,6.2,Huck Botko,Adrian Martinez,Roland Uruci,Andrew Gurland,Comedy,92,52,20,0
tt1133594,4.6,Katsuyuki Motohiro,Ko Shibasaki,Tôru Nakamura,Yuqi Zhang,Action,107,8,13,0
tt0424435,8.2,Peter Raymont,Gerry Caplan,Bill Clinton,Hillary Clinton,Documentary,90,17,31,0
tt0381392,5.1,Christophe Honoré,Isabelle Huppert,Louis Garrel,Emma de Caunes,Drama,110,48,69,0
tt0398963,6.8,Tennyson Bardwell,Michael McMillian,Lea Coco,Steve Fletcher,Comedy,88,31,26,0
tt0409838,7,Doug McKeon,Jordan-Claire Green,Macey Cruthird,Kris Crevani,Drama,102,17,15,0
tt0185390,no data,Siu Cheung Chan,Michael Tao,Eileen Tung,Siu-Lung Ching,no data,,no data,no data,0
tt0414344,6.9,Joseph Castelo,Ayad Akhtar,Firdous Bamji,Nandana Sen,Drama,93,40,33,0
tt0402406,7.4,Andrew Horn,Klaus Nomi,Ann Magnuson,David Bowie,Documentary,98,12,52,0
tt0439817,7.4,Aleksandr Sokurov,Issei Ogata,Robert Dawson,Kaori Momoi,Drama,110,27,68,0
tt0389361,7.7,Andrew Douglas,Harry Crews,Johnny Dowd,David Eugene Edwards,Documentary,82,29,29,0
tt0362506,6.5,Ray McKinnon,Lisa Blount,Billy Bob Thornton,Kamron Ross Stacey,Crime,106,47,14,0
tt0332379,7.1,Richard Linklater,Jack Black,Mike White,Joan Cusack,Comedy,109,493,206,35000000
tt0427276,7.8,Deborah Koons,Charles Benbrook,Grace Booth,George W. Bush,Documentary,88,25,19,0
tt0327753,6.4,Andrew Bujalski,Kate Dollenmayer,Mark Herlehy,Christian Rudder,Comedy,85,61,42,0
tt0422249,6.3,Victor Vu,Kathleen Luong,Catherine Ai,Long Nguyen,Drama,89,5,2,0
tt0416331,6.8,Dani Levy,Henry Hübchen,Hannelore Elsner,Udo Samel,Comedy,136,14,42,0
tt0461209,5.9,Suparn Verma,Fardeen Khan,Koena Mitra,Kay Kay Menon,Comedy,140,14,4,0
tt0086855,5.3,Alvy Ray Smith,,,,Animation,2,9,7,0
tt0308772,7,Gillies MacKinnon,Harry Eden,Vinnie Hunter,Molly Parker,Drama,96,24,23,0
tt0291988,7.5,Carlos Sorin,Javier Lombardo,Antonio Benedicti,Javiera Bravo,Comedy,92,31,46,0
tt0436039,7.8,Jessica Sanders,,,,Documentary,95,14,17,0
tt0406038,7.2,Tim Kirkman,Kip Pardue,Michael Kelly,Tess Harper,Drama,95,37,18,0
tt0396223,5.8,Will Swenson,Will Swenson,Kirby Heyborne,Danny Tarasevich,Comedy,93,20,4,0
tt0424237,7,Ziad Doueiri,Vahina Giocante,Moa Khouas,Karim Ben Haddou,Crime,89,21,37,0
tt0442764,5,Romesh Sharma,Amitabh Bachchan,Revathy,Karan Sharma,Romance,,4,4,0
tt0420260,7.4,Jun Ichikawa,Issei Ogata,Rie Miyazawa,Shinohara Takahumi,Drama,76,35,65,0
tt0401248,7.1,Ekachai Uekrongtham,Asanee Suwan,Sorapong Chatree,Orn-Anong Panyawong,Action,117,40,49,0
tt0423853,7.9,Margaret Brown,Joe Ely,Guy Clark,Willie Nelson,Documentary,99,21,34,0
tt0401591,6.4,Kevin Jordan,Danny Aiello,Jane Curtin,Daniel Sauli,Comedy,94,22,7,0
tt0380538,7.5,Alejandro Lozano,Tony Dalton,Ana Claudia Talancón,Pedro Armendáriz Jr.,Action,94,21,9,0
tt0401233,7,Shinji Aramaki,Ai Kobayashi,Jûrôta Kosugi,Yuki Matsuoka,Animation,101,63,63,10000000
tt0984155,6.1,F. Javier Gutiérrez,Víctor Clavijo,Mariana Cordero,Eduard Fernández,Crime,93,19,68,0
tt0396690,4.6,Subhash Ghai,Vivek Oberoi,Isha Sharvani,Antonia Bernath,Drama,170,32,7,0
tt0419766,5.8,Lionel Baier,Pierre Chatagny,Natacha Koutchoumov,Rui Pedro Alves,Comedy,94,20,19,0
tt0407732,5.8,David Kendall,Milo Ventimiglia,Lacey Chabert,Charles Durning,Comedy,87,29,15,0
tt0372884,5.8,Q. Allan Brocka,Scott Lunsford,Jim Verraros,Emily Brooke Hands,Comedy,90,84,15,50000
tt2033933,7,Shane Acker,,,,Animation,162,no data,no data,0
tt0054098,8.4,K. Asif,Prithviraj Kapoor,Madhubala,Dilip Kumar,Drama,173,27,13,0
tt0349260,6.1,John Boorman,Juliette Binoche,Samuel L. Jackson,Brendan Gleeson,Drama,103,35,51,12000000
tt0395543,6.3,Ira Sachs,Dina Korzun,Rip Torn,Darren E. Burrows,Drama,108,27,39,1500000
tt0327210,6.8,Robert Shallcross,Joe Mantegna,Anne Archer,Pierrino Mascarino,Comedy,104,82,14,0
tt0408777,7.5,Hans Weingartner,Daniel Brühl,Julia Jentsch,Stipe Erceg,Drama,127,100,108,0
tt0424509,7.3,Thomas Riedelsheimer,Evelyn Glennie,Fred Frith,Roxane Butterfly,Documentary,99,10,31,0
tt0420251,7,Fruit Chan,Bai Ling,Byung-Hun Lee,Kyoko Hasegawa,Horror,125,80,126,0
tt0436686,6.5,Marc Levin,Marc Levin,Kofi Annan,Joanne Baron,Documentary,95,27,36,0
tt0378407,6.5,Jon Gunn,Brian Herzlinger,Drew Barrymore,John August,Documentary,90,82,42,0
